content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion,id
Good 😊,5,0,,2024-05-25 12:52:42,,4192
Abdullah 🦁🌻🇧🇩,5,0,3.4.9,2024-05-25 10:47:07,3.4.9,4193
Great,5,0,3.4.9,2024-05-25 08:56:34,3.4.9,4194
Waste are time,1,0,3.4.9,2024-05-25 07:46:49,3.4.9,4195
The last 3 nights it won't record my sleep and I restarted it and still not working. Help!!!!!,3,1,3.4.9,2024-05-25 07:27:47,3.4.9,4196
Nice,5,0,3.4.6,2024-05-25 07:26:10,3.4.6,4197
"Works well with ALDI smart watch, but battery only lasts for exactly twelve months and you need to throw out the watch",2,1,3.4.9,2024-05-25 03:51:43,3.4.9,4198
Can't change the steps from km to miles. Don't like that.,3,0,3.4.9,2024-05-25 00:28:53,3.4.9,4199
It's nice,5,0,3.4.9,2024-05-24 21:53:36,3.4.9,4200
Usefull ideas,5,0,3.4.9,2024-05-24 17:35:00,3.4.9,4201
I can't figure out how to send my apps to the watch 😡😡😡😡😡😡,1,0,3.4.9,2024-05-24 16:19:25,3.4.9,4202
"The app does not pull all of my phone contacts. The ones, that is has synced, are contacts I very rarely ever use. It did not pull my contacts that are marked as ""favorite"" in my phones contacts list (mainly family and friends). I cleaned up my contact list, on my phone, uninstalled the app and reinstalled it and it keeps pulling/syncing the exact same contacts and some of them I have actually deleted and they are no longer on my phone. The app claims up to 100 contacts and it only pulled 34",1,51,3.4.9,2024-05-24 16:06:52,3.4.9,4203
Don't always work,2,0,3.4.9,2024-05-24 15:46:53,3.4.9,4204
"This well-designed application is multi-functional. As a woman, my ONLY complaint is the limited ability of the ""physiological cycle"" portion. 24 days is the shortest cycle length. When my cycles are closer together I am not able to accurately record the data. Otherwise, thank you for this thoughtful and incredibly useful app.",4,4,3.4.9,2024-05-24 12:46:16,3.4.9,4205
Excellent,5,0,3.4.9,2024-05-24 12:14:25,3.4.9,4206
Nice app,5,0,3.4.9,2024-05-24 11:29:35,3.4.9,4207
Mo problems thank you,5,0,3.4.6,2024-05-24 06:54:27,3.4.6,4208
Goid device,5,0,3.4.9,2024-05-24 04:11:23,3.4.9,4209
I didn't think I would like it but it has turned a good thing for me,5,0,3.4.6,2024-05-24 03:17:27,3.4.6,4210
Can't figure out how to turn on autostart on my Samsung S22+. Help please!,1,0,3.4.9,2024-05-24 01:08:41,3.4.9,4211
Wish the weather app and glucose part were more accurate.,4,0,3.4.9,2024-05-23 23:38:36,3.4.9,4212
Cool App,5,0,3.4.9,2024-05-23 22:46:02,3.4.9,4213
Watch doesn't vibrate any more.,3,0,3.3.7,2024-05-23 20:36:00,3.3.7,4214
"Constantly disconnects from my smart watch. I have to reconnect at least 10 times a day. Done the update today but there's no change, still disconnects. Rubbish app. Sort it out please.",1,3,3.4.9,2024-05-23 20:31:52,3.4.9,4215
No more,5,0,3.4.6,2024-05-23 15:20:43,3.4.6,4216
Can't work out how to alter time. Instructions too brief,1,0,3.4.9,2024-05-23 12:54:36,3.4.9,4217
Terrible,1,0,3.4.2,2024-05-23 12:48:44,3.4.2,4218
Great ✨️,5,0,3.4.9,2024-05-23 12:03:05,3.4.9,4219
Hvto too bi,5,0,3.4.3,2024-05-23 11:03:05,3.4.3,4220
Can anybody suggest an alternative app for Kieslect k10 watch. Which can connect watch and other features better than this.,3,0,3.4.9,2024-05-23 10:46:16,3.4.9,4221
Awesome,5,0,3.4.9,2024-05-23 06:11:40,3.4.9,4222
Active all device plz,5,0,3.4.9,2024-05-23 00:21:52,3.4.9,4223
Completely rubbish will never buy another,1,0,3.4.9,2024-05-22 22:22:47,3.4.9,4224
Impossible,1,0,3.4.9,2024-05-22 21:23:21,3.4.9,4225
"This thing is not just really cool, but really helpful and necessary. I have health issues, and I love keeping track of everything.",5,0,3.4.9,2024-05-22 20:07:53,3.4.9,4226
IDK how to use this page,3,0,3.4.9,2024-05-22 18:13:45,3.4.9,4227
well,5,0,3.4.6,2024-05-22 05:03:19,3.4.6,4228
this apps very usefull anf it works better and the battery is good also,5,0,3.4.9,2024-05-22 01:38:52,3.4.9,4229
Greatest ever,5,0,3.4.9,2024-05-22 00:50:00,3.4.9,4230
I'm still things to work notice need help peeees,5,0,3.4.9,2024-05-22 00:47:03,3.4.9,4231
Will not connect to my Bluetooth phone.,1,1,3.4.9,2024-05-21 23:03:20,3.4.9,4232
"I love my watch, but the app is difficult at times. Idk how accurate it is with steps, sleep, heart rate and so on. But I found the app easy to use. Easy to set up and navigate. My only real bone to pick is, if I go for a bike ride or walk. It will just stop. I lose signal and have to start the exercise over again",3,7,3.4.9,2024-05-21 20:48:34,3.4.9,4233
There are no words to describe how epically pointless this app is. Sent the watch back. Not worth any of the aggravation for so rudimentary a device. Amateur hour again in China joining Amazfit and so many others.,1,3,3.4.9,2024-05-21 20:13:36,3.4.9,4234
I like the app as you can choose what push notifications and to add your contacts but the worst thing is it drains my battery out of my phone and watch,3,0,3.4.9,2024-05-21 19:47:51,3.4.9,4235
Bad,1,1,3.4.9,2024-05-21 17:32:47,3.4.9,4236
This is a good app in preparing new whatch faces and giving out new updates. But the app and devices have not any blood pressure option or sensors!,3,1,3.4.9,2024-05-21 14:00:02,3.4.9,4237
Jossssssssssss,5,0,3.4.9,2024-05-21 11:39:51,3.4.9,4238
excellent,5,0,3.4.9,2024-05-21 08:13:43,3.4.9,4239
Doesn't seem to work properly or monitor anything. I've used several cheap fitness bands and different apps over the years but this has been the worst.,1,3,3.4.9,2024-05-21 07:03:01,3.4.9,4240
The steps count is lost is not opened the app and do a manual sync to app.,1,0,3.4.9,2024-05-21 01:43:11,3.4.9,4241
This is a Great App!!! No Thanks,5,0,,2024-05-21 00:38:26,,4242
"It works for what I got it for, which is counting my steps, tracking my sleep patterns, and heart rate. I wish I could turn off the weather feature, or manually input a location, since it rarely syncs to my phone's location or actual location. It has me in the same city name in another state. The watch I downloaded it for works pretty good. It's good, but I thing they're trying to do too much by trying to compete with more expensive apps/devices, but not quite as accurate.",3,60,3.4.9,2024-05-21 00:21:14,3.4.9,4243
Very confusing.,3,0,3.4.9,2024-05-20 21:17:46,3.4.9,4244
"giving it 4 stars because I can't access the dail center. It opens, yes, but I can't see any faces. kindly work on that.",4,1,3.4.9,2024-05-20 18:05:39,3.4.9,4245
Ok,5,0,3.4.6,2024-05-19 22:32:52,3.4.6,4246
"I like all the features, however I can't get the watch to charge past 74%.",3,1,3.4.9,2024-05-19 20:19:42,3.4.9,4247
"App is functional - though most sentences definitely read like they have been translated into English from another language, making certain functions difficult to figure out. No problems so far, though.",5,45,3.4.9,2024-05-19 16:12:35,3.4.9,4248
Good app to use. Does everything bar hight gain/floors. Would be good to have.,4,0,3.4.9,2024-05-19 13:24:43,3.4.9,4249
"Poor connectivity, step counter inaccurate.",1,0,3.4.9,2024-05-19 11:47:32,3.4.9,4250
"Can more alarms be available. 3 isn't enough. 10 would be good. Also, how do you remove the icon from the top icon bar on Android phones?",2,2,3.4.9,2024-05-19 11:09:00,3.4.9,4251
The app keeps crashing after finishing syncing.,1,0,3.4.9,2024-05-19 08:54:42,3.4.9,4252
IA. M very much money🖤,5,1,,2024-05-19 08:38:18,,4253
brilliant to use,5,0,3.4.9,2024-05-19 05:57:00,3.4.9,4254
Latest update Corrupts my device,1,1,3.4.6,2024-05-19 03:31:02,3.4.6,4255
So far so good,5,0,3.4.9,2024-05-19 01:13:19,3.4.9,4256
"I just got a new phone and the watch can connect to the Bluetooth, but when I try to pair it to the app, it can't seem to find the watch on the app. Any help please.",4,0,3.4.9,2024-05-18 21:36:43,3.4.9,4257
I like it so far but I'm trying to figure out how to change the time and I can't send messages,3,0,3.4.9,2024-05-18 19:23:38,3.4.9,4258
"After entering the captcha permission code number sent on email, nothing happens. The device wont pair with the phone by bluetooth. There is no setting on device for bluetooth readiness. There is no setting for time and date on device.",1,2,3.4.9,2024-05-18 18:28:30,3.4.9,4259
It is good easy for you,5,0,3.4.6,2024-05-18 17:47:06,3.4.6,4260
App was working great but now it does not count my steps,1,0,3.4.9,2024-05-18 12:09:09,3.4.9,4261
Keeps crashing and slowing phone down. Not very friendly UI and generally just not great,1,2,3.4.9,2024-05-18 10:47:19,3.4.9,4262
mantap,5,0,3.4.9,2024-05-18 05:50:04,3.4.9,4263
It's a one of a kind magical,5,0,3.4.9,2024-05-18 04:31:57,3.4.9,4264
Have hard to work with. Uninstall doesn't erase everything. You reinstall it refills options.,1,2,3.4.9,2024-05-18 03:13:35,3.4.9,4265
"Software installs on Samsung XCover pro, but will not set up.",1,0,3.4.9,2024-05-18 02:22:34,3.4.9,4266
good,4,0,3.4.9,2024-05-18 02:03:34,3.4.9,4267
Seems to work for me,5,0,3.4.9,2024-05-17 21:30:42,3.4.9,4268
Trying to connect with smartwatch,1,0,3.4.9,2024-05-17 20:18:54,3.4.9,4269
"Full of bugs, keeps crashing. Makes watch useless",1,1,3.4.9,2024-05-17 18:08:45,3.4.9,4270
Worst app ever,1,0,3.4.9,2024-05-17 17:41:53,3.4.9,4271
"Had to replace a broken ""smart watch"" which used KeepFit app, the new watch needed this app. This app works so much better for all the core functions of my watch. Yes the watch face choices are limited but who cares when the app actually works like you need it to. I do tend to get an awful lot of duplicate goal alerts every so often which are for random miles etc that I've never set as a goal but it's still a much better app. Also it doesn't lose connection to the watch anywhere near as often.",4,33,3.4.9,2024-05-17 17:32:54,3.4.9,4272
"It's not so good battery life 3 or 4 days, and apps don't work too well",2,1,3.4.9,2024-05-17 12:33:58,3.4.9,4273
"Doesn't give accurate readings for steps or sleep, tried on 2 different watches",3,1,3.4.9,2024-05-17 09:33:51,3.4.9,4274
It just stopped. Screen went dark. No good. Send it back.,1,1,,2024-05-17 08:58:26,,4275
Yup,4,0,3.4.9,2024-05-17 04:11:43,3.4.9,4276
"It's okay but I live in Central Daylight Time and you can't change the clock to the correct time but that's China for you, they live in a different world. They like America money but don't support products ❗❗😂💰😂",3,0,3.4.0,2024-05-17 03:20:55,3.4.0,4277
Cant open the app,1,0,3.4.9,2024-05-16 23:37:42,3.4.9,4278
Fantastic app is Glory Fit the Tinwhistler like very much,5,1,3.4.9,2024-05-16 21:39:08,3.4.9,4279
Good 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😊😊😊😊😊😊😊😊😊👍😊👍😊👍😊👍😊👍😊👍😊👍😊,5,0,3.4.6,2024-05-16 21:16:38,3.4.6,4280
This app sucks,1,0,3.4.9,2024-05-16 16:49:20,3.4.9,4281
"Definitely was a learning curve with an Android because it's more geared for iPhones. I'm only having an issue with my text messages notifying me. I get notifications for Instagram, Messenger, etc., but not my text messages. Also, I can voice text a text message, but it won't send from the watch. Not sure if that's been a big issue. Pulling over my contacts was also an issue. It only pulled over selected ones, which I'm still not sure why.",3,54,3.4.9,2024-05-16 16:15:52,3.4.9,4282
Hard to use if you aren't a Samsung proficient user.,1,0,,2024-05-16 16:03:25,,4283
Samsung Galaxy s22 Ultra user. QX11 smart watch user. App features & functions work well. Binding/pairing the watch & the phone can be a bit difficult. Multiple watch faces (not all are full HD quality). Blood pressure monitor in the watch is not as accurate when compared to a real blood pressure cuff. It is close & a doctors office may accept its blood pressure readings (checked by my doctors office for accuracy).,4,20,3.4.9,2024-05-16 13:39:34,3.4.9,4284
Good,5,0,3.4.9,2024-05-16 13:16:45,3.4.9,4285
"Only good for keeping time. But that's about it. Bluetooth won't stay connected. Turns on an alarm everyday at 8:30am that can't be turned off (I can't even find it). No stop watch/time. Biometrics no where near correct. Troubleshooting is no help. Have an extra star because charge time is incredibly fast, and you can personalize the screen easily.",2,63,3.4.9,2024-05-16 12:43:00,3.4.9,4286
"Keeps losing the connection with my watch. Have to keep uninstalling it then putting it back on. Then I've to put all the info I want on there, back in. Drives me nuts.",1,1,,2024-05-16 12:04:26,,4287
Not use-friendly. Features aren't as great as other tracker apps. Disappointed,1,1,3.4.9,2024-05-16 09:51:32,3.4.9,4288
"App not working properly can you please fix it I like app , watch but the watch will not work without the app🥴",5,1,3.4.9,2024-05-16 09:08:17,3.4.9,4289
"Generally, it had been ok, but recently, the app has been continuously crashing. Submitting reports always fails. When it works, it's a great little app and can work well with Google fit as well as with the smart watch. Please fix.",4,2,3.4.9,2024-05-16 06:16:56,3.4.9,4290
Great,5,0,3.4.9,2024-05-15 23:30:29,3.4.9,4291
Weather won't update and it's constantly disconnecting from phone/message alerts.,3,0,3.4.9,2024-05-15 21:52:29,3.4.9,4292
It is very nice and i really like it but how do i download games? I have a t-mobile phone or whatever,4,0,3.4.9,2024-05-15 19:30:02,3.4.9,4293
I cannot seem to have the correct date and time on the watch plus the weather in my area.,3,0,3.4.9,2024-05-15 14:34:38,3.4.9,4294
"Very helpful but if you have the LINE app, your watch gives you a notification if you are making a call, you are in the middle of a call or when someone is calling you. Unfortunately, the watch doesn't tell you that you have a message on the LINE app, meaning that you have to check manually",5,0,3.4.9,2024-05-15 11:17:00,3.4.9,4295
"I used to use LetsFit, which gave you a daily breakdown and weekly summary of your activities including hourly movement, heart rate, steps, sleep(which you could edit) and any exercise. This app does the bare minimum at best. The UI is lacking, the support appears none existent and it feels like they have no interest in actually making it any better. Adding incentives helps motivate people to do more exercise, this app doesn'tt and unfortunately the lower price smartwatchs all use this app",1,103,3.4.9,2024-05-15 11:04:25,3.4.9,4296
No swimming.,4,0,3.4.9,2024-05-15 05:00:11,3.4.9,4297
"I can't log into the app. I enter my email address and recieve the ""get captcha"" but it doesn't log me into the app. It also uses alot of battery when it was in use. Frustrating.",2,0,,2024-05-14 22:24:06,,4298
"Can't set the clock, Won't sync to phone, can't change features like from Celcius to Fahrenheit, etc...",2,2,3.4.9,2024-05-14 19:35:23,3.4.9,4299
it dont connect with phone,1,0,,2024-05-14 19:22:25,,4300
"Ok app,nothing special",1,2,3.4.9,2024-05-14 19:21:43,3.4.9,4301
I can't get to watch or app to register or track my heart rate my O2 stats or my sleep schedule and it never shows my steps,2,0,3.4.9,2024-05-14 18:31:47,3.4.9,4302
"Sleep tracking is wildly inaccurate. It shows a lot of awake time after my alarm which means I'm awake without a doubt but I also show small bursts of rem and light sleep in this time that includes my short 15-20 minute commute. This should be something you can edit, at least delete glaring errors like that.",2,2,3.4.6,2024-05-14 14:51:21,3.4.6,4303
"It's average. The sleep tracker has NEVER been correct in the 3+ years that I have used this app. I don't sleep well at all due to injury pain, but the tracker records my sleep starting approx 3 or more hours earlier than I ever actually do! I could be up, moving about, and it is always recorded as light sleep! Additionally, I sleep at different times to what is apparently considered ""normal"" because of my pain, but the tracker never records those times of day or night as sleep!",2,12,3.4.9,2024-05-14 14:29:07,3.4.9,4304
Contacts don't sync properly. Very frustrating.,1,1,3.4.9,2024-05-14 14:26:38,3.4.9,4305
Good,5,0,3.4.6,2024-05-14 06:11:32,3.4.6,4306
I get 3 stars because the sleep counter don't work,3,0,3.4.6,2024-05-14 03:01:54,3.4.6,4307
Wish it included your BP.,5,0,3.4.6,2024-05-14 02:52:49,3.4.6,4308
Should update weather automatically,3,1,3.4.6,2024-05-14 02:12:59,3.4.6,4309
Not all my contacts sync which I can't stand. So that needs to be fixed asap other than take it's an okay app,1,1,,2024-05-14 00:19:39,,4310
Can't connect watch with Glory Fit to my phone.,3,1,3.4.6,2024-05-14 00:00:38,3.4.6,4311
"Functional but limited.. If only it allowed for other functions - compass, gps, email quick reply etc. The functions it does include are unreliable, steps are just silly sometimes, weather only updates on request- you basically have to get your phone out to update it, so no point having it sent to the watch... Sleep function is less than useless.",2,6,3.4.6,2024-05-13 23:05:01,3.4.6,4312
It just consume battery even when watch was not connected,3,1,3.4.6,2024-05-13 22:57:41,3.4.6,4313
Age year only goes to 2021. Is that stupid or what? This is 2024. Totally worthless app.,1,1,3.4.6,2024-05-13 22:19:58,3.4.6,4314
So good,5,0,3.4.6,2024-05-13 20:49:51,3.4.6,4315
I can't get my contacts on my phone I can't get them to To also be on my smart watch I have an app on there for that to get the smartwatch. Can you tell me how to merge my contacts from my phone?To my smart watch,2,1,3.4.6,2024-05-13 19:42:56,3.4.6,4316
Bluetooth connectivity good,4,1,3.4.6,2024-05-13 17:22:17,3.4.6,4317
Go to unit to change Celsius to Fahrenheit. Kilometers to miles British system to pounds. Hope this helps 😀,4,0,3.4.6,2024-05-13 17:17:57,3.4.6,4318
Awful 😔. Going to give it another shot. Reinstalling Glory Fit at 5he moment and I'm going to try it again in all fairness.,1,0,3.4.6,2024-05-13 16:16:14,3.4.6,4319
Brilliant,5,0,3.4.6,2024-05-13 13:53:12,3.4.6,4320
Good,5,0,3.4.6,2024-05-13 13:07:13,3.4.6,4321
Gloryfit app is crashing I have request to the customer service to solve the problem,2,1,3.4.6,2024-05-13 11:09:17,3.4.6,4322
I cant use the app,1,0,3.4.6,2024-05-13 08:14:08,3.4.6,4323
Ok app,5,0,3.4.6,2024-05-13 06:43:48,3.4.6,4324
"Pretty good for a dmart watch from China. They would do well, though, to use a more accurate source of weather data, because the weather info on my watch is always wrong.",3,1,3.4.6,2024-05-12 23:17:18,3.4.6,4325
"When I try and synchronize my contacts, it keeps bringing up deleted contacts from my phone. I don't want that. I want to sync at least my contacts marked as favorites.",3,0,3.4.6,2024-05-12 22:37:49,3.4.6,4326
You app keeps closing and not responding. Fix this!,1,0,3.4.6,2024-05-12 17:50:25,3.4.6,4327
Excellent go for it friends,5,0,3.4.6,2024-05-12 16:49:39,3.4.6,4328
The only problem I have is that the app keeps crashing/closing in the background.,4,0,3.4.6,2024-05-12 14:32:41,3.4.6,4329
Great,5,0,3.4.6,2024-05-12 13:11:07,3.4.6,4330
Nice app,4,0,3.4.6,2024-05-12 11:56:56,3.4.6,4331
It hard to activate,3,0,3.4.6,2024-05-12 11:18:18,3.4.6,4332
I like this smart watch a lot but the one problem I do have is I cannot get my contacts downloaded,4,0,3.4.6,2024-05-12 11:15:44,3.4.6,4333
I would lomlve it more if I can start using my media,3,0,3.4.6,2024-05-12 07:07:21,3.4.6,4334
Nice,5,0,3.4.6,2024-05-12 04:26:20,3.4.6,4335
It's good,5,0,3.4.6,2024-05-11 23:13:04,3.4.6,4336
Not good,4,0,3.4.6,2024-05-11 22:42:06,3.4.6,4337
Rubbish app don't matter what I try just cannot connect to the watch,1,0,3.4.6,2024-05-11 20:20:02,3.4.6,4338
"Does not save training data, why are there so many options for your workouts when it doesn't store the data anywhere? How are you meant to keep track of your workouts?",1,1,3.4.6,2024-05-11 19:26:58,3.4.6,4339
Love it awesome,5,0,,2024-05-11 17:35:38,,4340
Very good,2,0,,2024-05-11 17:14:00,,4341
Good,5,0,3.4.6,2024-05-11 16:11:02,3.4.6,4342
Great i love it,5,0,3.4.6,2024-05-11 13:19:24,3.4.6,4343
Won't connect. Totally insubordination.,1,0,3.4.6,2024-05-11 11:27:01,3.4.6,4344
Good,2,0,3.4.6,2024-05-11 06:46:11,3.4.6,4345
SAGIR Nice,5,0,3.4.6,2024-05-11 02:54:15,3.4.6,4346
"I think its okay, it says there is a timer/stopwatch but I am unable to find it. you have to have Bluetooth on for it to stay in sync, I don't like this because it's playing the sound from my watch and not my phone when I'm using my phone to watch the videos.",3,0,3.4.6,2024-05-11 00:24:53,3.4.6,4347
It hasn't worked,3,0,3.4.6,2024-05-10 22:53:43,3.4.6,4348
Checking with my medical equipment the blood pressure readings on the app are systolic and diastolic are about 30 points up and the pulse is also way out.,3,0,3.4.6,2024-05-10 20:35:48,3.4.6,4349
Won't install,1,0,3.4.6,2024-05-10 18:25:40,3.4.6,4350
Great watch all around,5,0,3.4.6,2024-05-10 18:17:01,3.4.6,4351
As of today updates every few mins ...didn't record anything set to record...and if you exercises close to midnight it cuts your workout at midnight....sounds like a dictatorship.,1,1,3.4.6,2024-05-10 15:21:56,3.4.6,4352
Awesome,5,0,3.4.6,2024-05-10 14:21:12,3.4.6,4353
Okay,5,0,,2024-05-10 12:06:55,,4354
সুপার,5,0,3.4.6,2024-05-10 12:06:27,3.4.6,4355
So far so good. It monitors my sleep and how many steps I make my Heart rate oxgion level. Really comes in handy 😁.,5,0,3.4.6,2024-05-10 11:51:48,3.4.6,4356
Does not track properly,1,0,3.4.6,2024-05-10 10:46:03,3.4.6,4357
"App keeps crashing again, and my phone is saying there is a bug, normally works okay but it keeps disconnecting from my watch, which makes it vibrate and when it happens at night it wakes me up. Once fixed I will improve my rating",2,3,3.4.6,2024-05-10 06:21:45,3.4.6,4358
Weather often totally different to mobile phone,2,0,3.4.6,2024-05-10 06:20:54,3.4.6,4359
Very good,5,0,3.4.6,2024-05-10 01:39:16,3.4.6,4360
Where have you been all my life. This app with my new watch are incredibly awesome,5,0,3.4.6,2024-05-09 23:16:46,3.4.6,4361
Now doesnt record sleep anymore and also steps dont count properly either. Over a month since last update. Only thing good is time noe😪,3,0,3.4.6,2024-05-09 20:37:40,3.4.6,4362
Good,5,0,3.4.6,2024-05-09 16:27:58,3.4.6,4363
Good,5,0,3.4.6,2024-05-09 15:57:28,3.4.6,4364
😕,1,0,3.4.0,2024-05-09 14:37:35,3.4.0,4365
Perfect 👌,5,0,3.4.6,2024-05-09 13:11:02,3.4.6,4366
Cool and great device...,5,0,3.4.6,2024-05-09 12:40:12,3.4.6,4367
"Can't get this version to work on,my Samsung 23fe. So I un-installed app.",1,0,3.4.6,2024-05-09 12:35:20,3.4.6,4368
There is no explanation on how to do anything. Every option I choose leads to a dead point. From the start there should be two options to install the app: 1. For iPhone. 2 for Android. The app should start with specific settings for the owner. But I have to try to figure out myself doing things accidentally.,1,1,3.4.6,2024-05-09 12:03:56,3.4.6,4369
So far so good. Took a little playing around with to set up but got it done.,4,0,3.4.6,2024-05-09 12:03:21,3.4.6,4370
Android Installation instructions out of date. Autostart option no longer available. I will return my watch.,1,0,3.4.6,2024-05-09 06:51:19,3.4.6,4371
Not user friendly,1,0,3.4.6,2024-05-08 23:32:25,3.4.6,4372
Will not stay connected to Bluetooth. Tried installing the app & reinstall still will not connect. Company will not help figure out why just sending video that does not help with the issue.,1,1,3.4.6,2024-05-08 22:31:55,3.4.6,4373
"So far, so good.",5,0,3.4.6,2024-05-08 19:25:04,3.4.6,4374
My watch is not shawing screen,2,0,3.4.6,2024-05-08 18:51:27,3.4.6,4375
Always active even when you don't want it to be. Constantly force stopping the app. Makes no difference.,1,1,3.4.6,2024-05-08 11:53:49,3.4.6,4376
Does not connect to Bluetooth,4,0,3.4.6,2024-05-08 11:13:23,3.4.6,4377
Better,3,0,3.4.6,2024-05-08 10:19:57,3.4.6,4378
My mom loves it. She doesn't know to much about it. I have to help her with everything. She has dementia. So I help her with it. She's like a little girl with a new toy 😂. It helps me keep up with her heart rate and her breathing and oxygen levels. And her sleep 😴💤💤. So it's a great tool for me for her. I also have one myself. So it helps the both of us. I tried to get on another same tool but it wouldn't let me get on it. So thank y'all 😊🙏.,5,0,3.4.6,2024-05-08 02:45:10,3.4.6,4379
It's a nice app onse I start using it I can't stop using it,5,0,3.4.6,2024-05-07 22:00:39,3.4.6,4380
No problems works fine,5,0,3.4.6,2024-05-07 21:16:43,3.4.6,4381
rghik,3,0,,2024-05-07 18:11:15,,4382
Does not have enough info on app to help you use the watch.,1,0,3.4.6,2024-05-07 14:32:53,3.4.6,4383
Can't get contacts,2,0,3.4.6,2024-05-07 13:01:16,3.4.6,4384
Great 👍,5,0,3.4.6,2024-05-07 09:35:58,3.4.6,4385
Good,5,0,3.4.6,2024-05-07 07:51:11,3.4.6,4386
Same problem with contact. I've change my contacts and it won't update. Someone tell us how to fix the contact issue. I never got a response from support.,1,1,3.4.6,2024-05-07 01:32:42,3.4.6,4387
Contacts doesn't sync well at all.,1,0,3.4.6,2024-05-07 01:32:40,3.4.6,4388
"It will not sync all the contacts from my galaxy s23 fe. None of the favorites will show up in it. Also can't get notifications from email, can't respond to texts with canned messages, etc",1,1,3.4.6,2024-05-07 00:29:15,3.4.6,4389
My younger brother gave me one of these watches after I had a heart attack and I think it's great I'm just hoping everything is correct when it reads my bpm and step counter. Other then that it's great and the app is too.,5,1,3.4.6,2024-05-06 21:45:30,3.4.6,4390
The app crashes quite alot. Good when it's actually working tho..,3,0,3.4.6,2024-05-06 21:28:20,3.4.6,4391
It gives the wrong time zone as well as doesn't include all the tests like blood sugar test.,3,0,3.4.6,2024-05-06 17:23:18,3.4.6,4392
"Brilliant app for a brilliant health watch, will be 5 Stars when you can export data so hoping that feature is added soon!",4,0,3.4.6,2024-05-06 14:56:26,3.4.6,4393
Wooooaahhhh,5,0,3.4.6,2024-05-06 03:47:24,3.4.6,4394
Love this app,5,0,3.4.6,2024-05-06 03:16:49,3.4.6,4395
pretty good app does what it's supposed to do 😀,5,0,3.4.6,2024-05-06 01:23:34,3.4.6,4396
"Want to like it more than I can! Mostly because the software does not connect with any of my Google products. No calendar. No messages. No texts. Pretty much makes this ""smart watch"" useless for me!",2,1,3.4.6,2024-05-05 19:18:22,3.4.6,4397
Good,5,0,3.4.6,2024-05-05 19:17:44,3.4.6,4398
Cannot get this to work at all.. absolute nightmare to be honest,1,0,3.4.6,2024-05-05 18:11:51,3.4.6,4399
Apes easy Glory fit,5,0,3.4.6,2024-05-05 11:23:58,3.4.6,4400
It works good dada dami dada,5,0,,2024-05-05 10:02:20,,4401
Overall I think this is a great watch and has a ton of features and stuff my one complaint tho is it disconnect from Bluetooth often for unknown reasons and the weather doesn't update frequently enough. Today I am having a extra issue with the weather aspect it keeps failing to update when I open the app on my phone and refresh it it says updating weather failed,3,11,3.4.6,2024-05-05 04:10:58,3.4.6,4402
"Everytime i tried to set new watch face..after synching watch face it shows ""watch face validation fails"" and reset to default. Worst app i ever used.",1,2,3.4.6,2024-05-05 04:07:14,3.4.6,4403
Not competitive. You guys should learn from others like fitcloudpro. Why would gloryfit limit the apps to get notifications from? That is so lame. Fitcloudpro let's you set any app that you want to get notifications from and has a better collection of watch faces.,2,1,3.4.6,2024-05-05 03:44:53,3.4.6,4404
Can never get daily weather. Can't text anybody back... What a terrible application/watch compared to Android or Apple,1,0,3.4.6,2024-05-05 02:53:04,3.4.6,4405
This app was needed for the fitness watch I purchased. Unfortunately it doesn't pair with other popular apps.,3,0,3.4.6,2024-05-05 00:14:03,3.4.6,4406
Unpairs from watch and then can't find watch after that.,1,0,3.4.6,2024-05-04 23:45:49,3.4.6,4407
I cant even get the weather function to work anymore! 2 stars,2,0,3.4.6,2024-05-04 23:19:17,3.4.6,4408
Good,5,0,3.4.6,2024-05-04 23:18:48,3.4.6,4409
Love it,5,0,,2024-05-04 22:21:59,,4410
This app only works SOMETIMES and only when it feels like it. Absolutely NOT dependable AT ALL. I have tried 2x now and am DONE.,2,0,3.4.6,2024-05-04 19:14:04,3.4.6,4411
"Edit: Weather info from the wrong location, coming from Texas. I live 1500 miles from there and all location and GPS are on. Update 5/4/24 weather not working at all. Says get weather failed.",3,0,3.4.6,2024-05-04 16:03:44,3.4.6,4412
"Half the time the watch doesn't update, annoying that I need to disconnect it from my phone at least twice a day",1,0,3.4.6,2024-05-04 15:55:16,3.4.6,4413
Weather quit working,1,0,3.4.6,2024-05-04 15:12:56,3.4.6,4414
"First of all, thank you so much for regular updates on cloud watch faces, also add some animated watchfaces as well... Some features needed to be improve are... 1st Add editing option in Custom watch faces and add some Analog watch faces in Custom watch faces also..2nd Workout data details/history is not displayed in app.. 3rd No in-app gps working for outdoor workout like walking, cycling etc..4th All preset sms reply should be editable. Please ADD or IMPROVE these options in upcoming updates.",3,0,3.4.6,2024-05-04 07:10:57,3.4.6,4415
Still learning but so far still liking it,3,0,3.4.6,2024-05-04 02:56:13,3.4.6,4416
ALL GOOD! THANKS,5,0,3.4.6,2024-05-03 23:28:32,3.4.6,4417
There is a bug because the weather does not work it come up with error,1,1,,2024-05-03 21:46:03,,4418
